"NOC_ID","NOCCode","NameEnglish","NameFrench","EnglishShortAlias","NOCS2006","NOCGroupTypeID","ParentNOC_ID","NOCYear","NOC_ID2006","TradesOutlookNOC","SkillLevel"
1336,"9235","Pulping, papermaking and coating control operators","Opérateurs/opératrices au contrôle de la réduction en pâte des pâtes et papiers, de la fabrication du papier et du couchage","Pulping, papermaking & coating control operators",,4,1333,2011,630,,A
1337,"94",Processing and manufacturing machine operators and related production workers,,Processing & manufacturing machine operators & related production workers,,2,1317,2011,631,,
1338,"941",Machine operators and related workers in mineral and metal products processing and manufacturing	,,Machine operators & related workers in mineral-metal products processing & manufacturing ,,3,1337,2011,632,,
1339,"9411","Machine operators, mineral and metal processing",Opérateurs/opératrices de machines dans le traitement des métaux et des minerais,"Machine operators, mineral & metal processing",,4,1338,2011,633,,D
1340,"9412",Foundry workers,Ouvriers/ouvrières de fonderies,Foundry workers,,4,1338,2011,634,,D
1341,"9413",Glass forming and finishing machine operators and glass cutters,Opérateurs/opératrices de machines à former et à finir le verre et coupeurs/coupeuses de verre,Glass forming & finishing machine operators & glass cutters,,4,1338,2011,635,,B
1342,"9414","Concrete, clay and stone forming operators","Opérateurs/opératrices de machines dans le façonnage et la finition des produits en béton, en argile ou en pierre","Concrete, clay & stone forming operators",,4,1338,2011,636,,B
1343,"9415","Inspectors and testers, mineral and metal processing",Contrôleurs/contrôleuses et essayeurs/essayeuses dans la transformation des métaux et des minerais,"Inspectors & testers, mineral & metal processing",,4,1338,2011,637,,A
1344,"942","Machine operators and related workers in chemical, plastic and rubber processing			",,"Machine operators & related workers in chemical, plastic & rubber processing   ",,3,1337,2011,638,,
1345,"9421",Chemical plant machine operators,Opérateurs/opératrices d'installations de traitement des produits chimiques,Chemical plant machine operators,,4,1344,2011,639,,B
1346,"9422",Plastics processing machine operators,Opérateurs/opératrices de machines de traitement des matières plastiques,Plastics processing machine operators,,4,1344,2011,640,,B
1347,"9423",Rubber processing machine operators and related workers,Opérateurs/opératrices de machines de transformation du caoutchouc et personnel assimilé,Rubber processing machine operators & related workers,,4,1344,2011,641,,B
1348,"9243",Water and waste treatment plant operators,Opérateurs/opératrices d'installations du traitement de l'eau et des déchets,Water & waste treatment plant operators,,4,1230,2011,642,,A
1349,"943",Machine operators and related workers in pulp and paper production and wood processing and manufacturing		   ,,Machine operators & related workers in pulp & paper prod & wood processing & manufacturing     ,,3,1337,2011,643,,
1350,"9431",Sawmill machine operators,Opérateurs/opératrices de machines à scier dans les scieries,Sawmill machine operators,,4,1349,2011,644,,B
1351,"9432",Pulp mill machine operators,Opérateurs/opératrices de machines dans les usines de pâte à papier,Pulp mill machine operators,,4,1349,2011,645,,D
1352,"9433",Papermaking and finishing machine operators,Opérateurs/opératrices de machines dans la fabrication et la finition du papier,Papermaking & finishing machine operators,,4,1349,2011,646,,A
1353,"9434",Other wood processing machine operators,Autres opérateurs/opératrices de machines dans la transformation du bois,Other wood processing machine operators,,4,1349,2011,647,,B
1354,"9435",Paper converting machine operators,Opérateurs/opératrices de machines à façonner le papier,Paper converting machine operators,,4,1349,2011,648,,B
1355,"9436",Lumber graders and other wood processing inspectors and graders,Classeurs/classeuses de bois d'oeuvre et autres vérificateurs/vérificatrices et classeurs/classeuses dans la transformation du bois,Lumber graders & other wood processing inspectors & graders,,4,1349,2011,649,,B
1356,"944","Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing	   ",,"Machine operators & related workers in textile, fabric, fur & leather prod processing & manufacturing    ",,3,1337,2011,650,,
1357,"9442","Weavers, knitters and other fabric making occupations","Tisseurs/tisseuses, tricoteurs/tricoteuses et autres opérateurs/opératrices de machines textiles","Weavers, knitters & other fabric making occupations",,4,1356,2011,652,,B
1358,"9441","Textile fibre and yarn, hide and pelt processing machine operators and workers","Opérateurs/opératrices de machines et travailleurs/travailleuses de traitement des fibres et des fils textiles, du cuir et des peaux","Textile fibre & yarn, hide & pelt processing machine operators & workers",,4,1356,2011,653,,B
1359,"9447","Inspectors and graders, textile, fabric, fur and leather products manufacturing","Contrôleurs/contrôleuses et trieurs/trieuses dans la fabrication de produits textiles, de tissus, de fourrure et de cuir","Inspectors & graders, textile, fabric, fur & leather products manufacturing",,4,1356,2011,654,,A
1360,"9446",Industrial sewing machine operators,Opérateurs/opératrices de machines à coudre industrielles,Industrial sewing machine operators,,4,1356,2011,656,,B
1361,"9445","Fabric, fur and leather cutters","Coupeurs/coupeuses de tissu, de fourrure et de cuir","Fabric, fur & leather cutters",,4,1356,2011,657,,B
1362,"946","Machine operators and related workers in food, beverage and associated products processing ",,"Machine operators & related workers in food, beverage & associated products processing ",,3,1337,2011,660,,
1363,"9461","Process control and machine operators, food and beverage processing",Opérateurs/opératrices de machines et de procédés industriels dans la transformation des aliments et des boissons,"Process control & machine operators, food, beverage & associated products processing",,4,1362,2011,661,,B
1364,"9462","Industrial butchers and meat cutters, poultry preparers and related workers","Bouchers industriels/bouchères industrielles, dépeceurs-découpeurs/dépeceuses-découpeuses de viande, préparateurs/préparatrices de volaille et personnel assimilé","Industrial butchers & meat cutters, poultry preparers & related workers",,4,1362,2011,662,,B
1365,"9463",Fish and seafood plant workers,Ouvriers/ouvrières dans les usines de transformation du poisson et de fruits de mer,Fish & seafood plant workers,,4,1362,2011,663,,B
1366,"9465","Testers and graders, food and beverage processing",Échantillonneurs/échantillonneuses et trieurs/trieuses dans la transformation des aliments et des boissons,"Testers & graders, food, beverage & associated products processing",,4,1362,2011,665,,O
1367,"947",Printing equipment operators and related occupations					 ,,Printing equipment operators & related occupations      ,,3,1337,2011,666,,
1368,"9471",Plateless printing equipment operators,Opérateurs/opératrices d'équipement d'impression sans plaque,Plateless printing equipment operators,,4,1367,2011,667,,A
1369,"9472","Camera, platemaking and other prepress occupations","Photograveurs-clicheurs/photograveuses-clicheuses, photograveurs-reporteurs/photograveuses-reporteuses et autre personnel de prépresse","Camera, platemaking & other prepress occupations",,4,1367,2011,668,,A
1370,"9473",Binding and finishing machine operators,Opérateurs/opératrices de machines à relier et de finition,Binding & finishing machine operators,,4,1367,2011,669,,B
1371,"9474",Photographic and film processors,Développeurs/développeuses de films et de photographies,Photographic & film processors,,4,1367,2011,670,,A
1372,"952","Mechanical, electrical and electronics assemblers		  ",,"Mechanical, electrical & electronics assemblers    ",,3,1388,2011,671,,
1373,"9521",Aircraft assemblers and aircraft assembly inspectors,Monteurs/monteuses d'aéronefs et contrôleurs/contrôleuses de montage d'aéronefs,Aircraft assemblers & aircraft assembly inspectors,,4,1372,2011,672,,D
1374,"9522","Motor vehicle assemblers, inspectors and testers","Assembleurs/assembleuses, contrôleurs/contrôleuses et vérificateurs/vérificatrices de véhicules automobiles","Motor vehicle assemblers, inspectors & testers",,4,1372,2011,673,,B
1375,"9523","Electronics assemblers, fabricators, inspectors and testers","Assembleurs/assembleuses, monteurs/monteuses, contrôleurs/contrôleuses et vérificateurs/vérificatrices de matériel électronique","Electronics assemblers, fabricators, inspectors & testers",,4,1372,2011,674,,A
1376,"9524","Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing","Monteurs/monteuses et contrôleurs/contrôleuses dans la fabrication de matériel, d'appareils et d'accessoires électriques","Assemblers & inspectors, electrical appliance, apparatus & equipment manufacturing",,4,1372,2011,675,,A
1377,"9525","Assemblers, fabricators and inspectors, industrial electrical motors and transformers","Assembleurs/assembleuses, monteurs/monteuses et contrôleurs/contrôleuses dans la fabrication de transformateurs et de moteurs électriques industriels","Assemblers, fabricators & inspectors, industrial electrical motors & transformers",,4,1372,2011,676,,A
1378,"9526",Mechanical assemblers and inspectors,Monteurs/monteuses et contrôleurs/contrôleuses de matériel mécanique,Mechanical assemblers & inspectors,,4,1372,2011,677,,B
1379,"9527","Machine operators and inspectors, electrical apparatus manufacturing",Opérateurs/opératrices de machines et contrôleurs/contrôleuses dans la fabrication d'appareils électriques,"Machine operators & inspectors, electrical apparatus manufacturing",,4,1372,2011,678,,A
1380,"953",Other assembly and related occupations			  ,,Other assembly & related occupations     ,,3,1388,2011,679,,
1381,"9531",Boat assemblers and inspectors,Monteurs/monteuses de bateaux et contrôleurs/contrôleuses de montage de bateaux,Boat assemblers & inspectors,,4,1380,2011,680,,A
1382,"9532",Furniture and fixture assemblers and inspectors,Monteurs/monteuses et contrôleurs/contrôleuses de meubles et d'accessoires,Furniture & fixture assemblers & inspectors,,4,1380,2011,681,,B
1383,"9533",Other wood products assemblers and inspectors,Monteurs/monteuses et contrôleurs/contrôleuses d'autres produits en bois,Other wood products assemblers & inspectors,,4,1380,2011,682,,B
1384,"9534",Furniture finishers and refinishers,Finisseurs/finisseuses et restaurateurs/restauratrices de meubles,Furniture finishers & refinishers,,4,1380,2011,683,,B
1385,"9535","Plastic products assemblers, finishers and inspectors","Assembleurs/assembleuses, finisseurs/finisseuses et contrôleurs/contrôleuses de produits en plastique","Plastic products assemblers, finishers & inspectors",,4,1380,2011,684,,B
1386,"9536","Industrial painters, coaters and metal finishing process operators","Peintres, enduiseurs/enduiseuses et opérateurs/opératrices de procédés dans le finissage du métal - secteur industriel*","Industrial painters, coaters & metal finishing process operators",,4,1380,2011,685,,B
1387,"9537","Other products assemblers, finishers and inspectors","Monteurs/monteuses, finisseurs/finisseuses et contrôleurs/contrôleuses de produits divers","Other products assemblers, finishers & inspectors",,4,1380,2011,687,,B
1388,"95",Assemblers in manufacturing,,Assemblers in manufacturing,,2,1317,2011,688,,
1389,"9417",Machining tool operators,Opérateurs/opératrices de machines d'usinage,Machining tool operators,,4,1338,2011,690,,A
1390,"9437",Woodworking machine operators,Opérateurs/opératrices de machines à travailler le bois,Woodworking machine operators,,4,1349,2011,692,,B
