Niveau,Structure hiérarchique,Code dela CNP 2021 v1.0,Titres de classes,Définitions de la classe
4,Sous-groupe,9413,"Opérateurs/opératrices de machines dans la transformation et la confection de produits textiles, d'articles en tissu, en fourrure et en cuir et personnel assimilé","Ce sous-groupe comprend les opérateurs/opératrices de machines dans la transformation et la confection de produits textiles, d'articles en tissu, en fourrure et en cuir et personnel assimilé, y compris les opérateurs/opératrices de machines et travailleurs/travailleuses de traitement des fibres et des fils textiles, du cuir et des peaux; les tisseurs/tisseuses, tricoteurs/tricoteuses et autres opérateurs/opératrices de machines textiles; les opérateurs/opératrices de machines à coudre industrielles; et les contrôleurs/contrôleuses et trieurs/trieuses dans la fabrication de produits textiles, de tissus, de fourrure et de cuir. Ils/elles travaillent dans des usines de fabrication de textiles; dans des tanneries, des établissements d'apprêt des fourrures et de teinture du cuir et de la fourrure; dans des entreprises de fabrication de vêtements et de matelas; dans l'industrie du textile et des vêtements et pour des fabricants d'autres produits en tissu; pour des fourreurs et des fabricants de produits en fourrure; fabricants des pièces de chaussures et d'autres articles en cuir; ainsi que dans des fabriques de chaussures et d'autres entreprises de fabrication."
5,Groupe de base,94130,"Opérateurs/opératrices de machines et travailleurs/travailleuses de traitement des fibres et des fils textiles, du cuir et des peaux","Les opérateurs de machines et travailleurs de traitement des fibres, et des fils textiles font fonctionner des machines servant à préparer les fibres textiles; filer, tordre les fils et les filés et blanchir, teindre ou finir les filés, les fils, les tissus ou d'autres produits textiles. Ils travaillent dans des usines de fabrication de textiles. Les opérateurs de machines et les travailleurs de traitement du cuir et des peaux traitent, taillent, dépoilent, nettoient, tannent, lissent et teignent les peaux d'animaux afin de produire du cuir coté et des fourrures finies. Ils travaillent dans des tanneries et des établissements d'apprêt des fourrures et de teinture du cuir et de la fourrure."
5,Groupe de base,94131,"Tisseurs/tisseuses, tricoteurs/tricoteuses et autres opérateurs/opératrices de machines textiles","Les tisseurs, tricoteurs et autres opérateurs de machines textiles font fonctionner des machines qui servent à transformer les filés et les fils en produits tissés, non tissés et tricotés tels que des étoffes, des dentelles, des tapis, des cordes, des tissus industriels, des articles de bonneterie, des tricots ou des tissus à piquer et à broder. Ce groupe de base comprend également les travailleurs qui reproduisent des patrons, enfilent et nouent les chaînes et montent les métiers à tisser. Ils travaillent pour des filatures de textiles et des entreprises de fabrication de vêtements et de matelas."
5,Groupe de base,94132,Opérateurs/opératrices de machines à coudre industrielles,"Les opérateurs de machines à coudre industrielles cousent à la machine des tissus, du cuir, de la fourrure ou des matières synthétiques afin de fabriquer ou de réparer des vêtements et d'autres articles. Ils travaillent dans des entreprises de fabrication de vêtements, de chaussures, de produits textiles et de fourrure, dans d'autres entreprises de fabrication et pour des fourreurs."
5,Groupe de base,94133,"Contrôleurs/contrôleuses et trieurs/trieuses dans la fabrication de produits textiles, de tissus, de fourrure et de cuir","Les contrôleurs et les trieurs dans la fabrication de produits textiles, de tissus, de fourrure et de cuir contrôlent et trient des produits textiles, de tissus, de fourrure et de cuir. Ils travaillent dans des filatures de produits textiles, des tanneries et des entreprises d'apprêtage de fourrure, ainsi que dans des établissements de fabrication de vêtements et de produits de fourrure et de cuir."
4,Sous-groupe,9414,Opérateurs/opératrices de machines et personnel assimilé dans la transformation des aliments et boissons et produits connexes,"Ce sous-groupe comprend les opérateurs/opératrices de machines et personnel assimilé dans la transformation des aliments et boissons et produits connexes, y compris les opérateurs/opératrices de machines et de procédés industriels dans la transformation des aliments et des boissons; les bouchers industriels/bouchères industrielles, dépeceurs-découpeurs/dépeceuses-découpeuses de viande, préparateurs/préparatrices de volaille et personnel assimilé; les ouvriers/ouvrières dans les usines de transformation du poisson et de fruits de mer; et les échantillonneurs/échantillonneuses et trieurs/trieuses dans la transformation des aliments et des boissons. Ils/elles travaillent dans des usines de mise en conserve de fruits et de légumes, des laiteries, des minoteries, des boulangeries-pâtisseries, des raffineries de sucre, des usines de conditionnement de la viande, des brasseries, des usines de produits de tabac en feuille et d'autres établissements de transformation des aliments, des boissons et des produits connexes; et dans des établissements d'abattage, de transformation et d'emballage de la viande et de la volaille; et dans des usines de transformation du poisson et de fruits de mer."
5,Groupe de base,94140,Opérateurs/opératrices de machines et de procédés industriels dans la transformation des aliments et des boissons,"Les opérateurs de machines et de procédés industriels dans la transformation des aliments et des boissons font fonctionner des machines multifonctionnelles de procédés industriels et des machines à fonction unique pour effectuer différentes tâches dans la transformation et l'empaquetage des aliments et des boissons. Ils travaillent dans des usines de mise en conserve de fruits et de légumes, des laiteries, des minoteries, des boulangeries-pâtisseries, des raffineries de sucre, des usines de conditionnement de la viande, des brasseries et d'autres établissements de transformation des aliments et des boissons."
5,Groupe de base,94141,"Bouchers industriels/bouchères industrielles, dépeceurs-découpeurs/dépeceuses-découpeuses de viande, préparateurs/préparatrices de volaille et personnel assimilé","Les bouchers industriels, dépeceurs-découpeurs de viande, préparateurs de volaille et le personnel assimilé préparent de la viande et de la volaille en vue de leur transformation, de leur emballage ou de leur vente. Ils travaillent dans des établissements d'abattage, de transformation et d'emballage de la viande et de la volaille."
5,Groupe de base,94142,Ouvriers/ouvrières dans les usines de transformation du poisson et de fruits de mer,"Les ouvriers dans les usines de transformation du poisson et de fruits de mer règlent et manoeuvrent des machines pour traiter et emballer les produits du poisson et de fruits de mer. Les coupeurs et les nettoyeurs du poisson et de fruits de mer coupent, parent et nettoient le poisson et les fruits de mer frais à la main. Ils travaillent dans des usines de transformation du poisson et de fruits de mer."
5,Groupe de base,94143,Échantillonneurs/échantillonneuses et trieurs/trieuses dans la transformation des aliments et des boissons,"Les échantillonneurs et les trieurs dans la transformation des aliments et des boissons vérifient, classent ou trient les matières premières et les produits finis dans les aliments ou les boissons pour assurer la conformité aux normes de l'entreprise. Ils travaillent dans des usines de transformation de fruits et de légumes, des laiteries, des minoteries, des boulangeries-pâtisseries, des raffineries de sucre, des usines de transformation du poisson et de la viande, des brasseries et d'autres usines de transformation des aliments et des boissons."
